"نام کالا",نماد,تالار,"تولید کننده","نوع قرارداد","قیمت پایانی میانگین   موزون","ارزش معامله (هزارریال)","پایین ترین",بالاترین,"قیمت پایه عرضه","حجم عرضه",تقاضا,"حجم قرارداد",واحد,"تاریخ معامله","عرضه کننده",کارگزار,"نوع ارز"
"سیمان تیپ 2/کیسه50",MAS-CEMENT2-50L-00,"تالار سیمان","سیمان مازندران",نقدی,"7,978","119,673,200","7,855","8,019","7,246","15,000","18,300","15,000",تن,1401/11/16,"سیمان مازندران","بانک ملی",ریال
"سیمان تیپ 2/کیسه50",CJOV-CEMENT2-50L-00,"تالار سیمان","سیمان جوین",نسیه,"6,241","62,412,700","6,159","6,409","6,057","10,000","17,300","10,000",تن,1401/11/16,"سیمان جوین",ساوآفرین,ریال
"سیمان تیپ2",KMC-CEMENT2B-00,"تالار سیمان","سیمان ممتازان کرمان","نقدی (مچینگ)","6,735","5,388,000","6,735","6,735","6,735",0,800,800,تن,1401/11/17,"سیمان ممتازان کرمان","بانک ملی",ریال
"سیمان تیپ2",KMC-CEMENT2B-00,"تالار سیمان","سیمان ممتازان کرمان",نقدی,"6,735","50,849,250","6,735","6,735","6,735","9,000","7,550","7,550",تن,1401/11/16,"سیمان ممتازان کرمان","بانک ملی",ریال
"سیمان تیپ2",KMC-CEMENT2B-00,"تالار سیمان","سیمان ممتازان کرمان","نقدی (مچینگ)","6,735","4,377,750","6,735","6,735","6,735",0,650,650,تن,1401/11/16,"سیمان ممتازان کرمان","بانک ملی",ریال
"سیمان تیپ 2/کیسه50",KMC-CEMENT2-50L-00,"تالار سیمان","سیمان ممتازان کرمان",نقدی,"7,393","65,058,400","7,393","7,393","7,393","9,000","8,800","8,800",تن,1401/11/16,"سیمان ممتازان کرمان","بانک ملی",ریال
"سیمان تیپ 2/کیسه50",KMC-CEMENT2-50L-00,"تالار سیمان","سیمان ممتازان کرمان","نقدی (مچینگ)","7,393","1,478,600","7,393","7,393","7,393",0,200,200,تن,1401/11/16,"سیمان ممتازان کرمان","بانک ملی",ریال
"پلی استایرن معمولی 1115",PPMZ-PSGPPS1115PP-00,"تالار پتروشیمی","پتروپاک مشرق زمین","نقدی (مچینگ)","397,061","120,110,952.5","397,061","397,061","397,061",0,302.5,302.5,تن,1401/11/16,"پترو پاک مشرق زمین","بانک ملت",ریال
"پلی استایرن معمولی 1115",PPMZ-PSGPPS1115PP-00,"تالار پتروشیمی","پتروپاک مشرق زمین",نقدی,"397,061","89,537,255.5","397,061","397,061","397,061",528,385,225.5,تن,1401/11/16,"پترو پاک مشرق زمین","بانک ملت",ریال
"اسلاک واکس سنگین پترولاتوم",TIOC-SWHPLB-00,"تالار فرآورده های نفتی","نفت ایرانول تهران",نقدی,"670,436","69,725,344","660,281","700,901","320,000",104,234,104,تن,1401/11/16,"نفت ایرانول","صبا تأمین",ریال
"اسلاک واکس سنگین 40",TIOC-HSWS040B-00,"تالار فرآورده های نفتی","نفت ایرانول تهران",نقدی,"204,318","21,249,020","201,123","205,579","144,031",104,520,104,تن,1401/11/16,"نفت ایرانول","صبا تأمین",ریال
"سیمان تیپ2",KECE-CEMENT2B-00,"تالار سیمان","سیمان کرمان",نقدی,"6,735","34,887,300","6,735","6,735","6,735","8,000","5,180","5,180",تن,1401/11/16,"گروه صنایع سیمان کرمان","بانک ملی",ریال
"سیمان تیپ2",KECE-CEMENT2B-00,"تالار سیمان","سیمان کرمان","نقدی (مچینگ)","6,735","7,610,550","6,735","6,735","6,735",0,"1,130","1,130",تن,1401/11/16,"گروه صنایع سیمان کرمان","بانک ملی",ریال
"سیمان تیپ 2/کیسه50",KECE-CEMENT2-50L-00,"تالار سیمان","سیمان کرمان",نقدی,"7,659","61,275,100","7,609","7,859","7,438","8,000","9,300","8,000",تن,1401/11/16,"گروه صنایع سیمان کرمان","بانک ملی",ریال
"پلی استایرن معمولی 1028",PPMZ-PSGPPS1028PP-00,"تالار پتروشیمی","پتروپاک مشرق زمین",نقدی,"452,699","49,796,890","452,699","452,699","397,061",110,247.5,110,تن,1401/11/16,"پترو پاک مشرق زمین","بانک ملت",ریال
"سیمان تیپ2",LCC-CEMENT2B-00,"تالار سیمان","کارخانجات سیمان لامرد",نقدی,"6,602","85,824,900","6,519","6,659","6,365","13,000","15,375","13,000",تن,1401/11/16,"کارخانجات سیمان لامرد","بانک ملی",ریال
"سیمان تیپ2",ACC-CEMENT2B-00,"تالار سیمان","سیمان آبیک",نقدی,"6,862","137,352,192","6,839","6,899","6,752","20,016","21,672","20,016",تن,1401/11/16,"سیمان آبیک","صبا تأمین",ریال
"پلی پروپیلن فیلم RG3420L",RJCO-PPRG3420LRJ-00,"تالار پتروشیمی","پتروشیمی رجال",نقدی,"413,256","35,953,272","413,256","413,256","413,256",87,87,87,تن,1401/11/16,"مجتمع صنعتی پتروشیمی رجال",آگاه,ریال
"سیمان تیپ 425-1",UCC-CEMENT425B-00,"تالار سیمان","سیمان ارومیه","نقدی (مچینگ)","5,056","1,162,880","5,056","5,056","5,056",0,230,230,تن,1401/11/17,"سیمان ارومیه","صبا تأمین",ریال
"سیمان تیپ 425-1/کیسه50",UCC-CEMENT425-50L-00,"تالار سیمان","سیمان ارومیه","نقدی (مچینگ)","6,205","18,366,800","6,205","6,205","6,205",0,"2,960","2,960",تن,1401/11/16,"سیمان ارومیه","صبا تأمین",ریال
"سیمان تیپ2",FAFI-CEMENT2B-00,"تالار سیمان","سیمان فراز فیروزکوه",نقدی,"6,301","94,512,490","6,279","6,320","6,209","15,000","16,460","15,000",تن,1401/11/16,"سیمان فراز فیروزکوه","بانک پاسارگاد",ریال
"سیمان تیپ2",BCCO-CEMENT2B-00,"تالار سیمان","سیمان بجنورد","نقدی (مچینگ)","4,657","4,610,430","4,657","4,657","4,657",0,990,990,تن,1401/11/17,"سیمان بجنورد","صبا تأمین",ریال
"سیمان تیپ2",BCCO-CEMENT2B-00,"تالار سیمان","سیمان بجنورد","نقدی (مچینگ)","4,657","1,769,660","4,657","4,657","4,657",0,380,380,تن,1401/11/18,"سیمان بجنورد","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",BCCO-CEMENT2-50L-00,"تالار سیمان","سیمان بجنورد","نقدی (مچینگ)","6,057","1,211,400","6,057","6,057","6,057",0,200,200,تن,1401/11/18,"سیمان بجنورد","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",BCCO-CEMENT2-50L-00,"تالار سیمان","سیمان بجنورد","نقدی (مچینگ)","6,057","14,536,800","6,057","6,057","6,057",0,"2,400","2,400",تن,1401/11/17,"سیمان بجنورد","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",FAFI-CEMENT2-50L-00,"تالار سیمان","سیمان فراز فیروزکوه",نقدی,"7,008","35,041,200","6,869","7,569","6,292","5,000","6,600","5,000",تن,1401/11/16,"سیمان فراز فیروزکوه","بانک پاسارگاد",ریال
"سیمان تیپ 325-1/کیسه50",BCCO-CEMENT325-50L-00,"تالار سیمان","سیمان بجنورد","نقدی (مچینگ)","5,937","1,009,290","5,937","5,937","5,937",0,170,170,تن,1401/11/16,"سیمان بجنورد","صبا تأمین",ریال
"سیمان تیپ 325-1/کیسه50",BCCO-CEMENT325-50L-00,"تالار سیمان","سیمان بجنورد","نقدی (مچینگ)","5,937","2,315,430","5,937","5,937","5,937",0,390,390,تن,1401/11/17,"سیمان بجنورد","صبا تأمین",ریال
"سیمان تیپ 325-1/کیسه50",BCCO-CEMENT325-50L-00,"تالار سیمان","سیمان بجنورد","نقدی (مچینگ)","5,937","1,781,100","5,937","5,937","5,937",0,300,300,تن,1401/11/18,"سیمان بجنورد","صبا تأمین",ریال
"سیمان تیپ 325-1/کیسه50",BCCO-CEMENT325-50L-00,"تالار سیمان","سیمان بجنورد","نقدی (مچینگ)","5,937","3,205,980","5,937","5,937","5,937",0,540,540,تن,1401/11/19,"سیمان بجنورد","صبا تأمین",ریال
"سیمان تیپ 425-1",BCCO-CEMENT425B-00,"تالار سیمان","سیمان بجنورد","نقدی (مچینگ)","4,724","708,600","4,724","4,724","4,724",0,150,150,تن,1401/11/19,"سیمان بجنورد","صبا تأمین",ریال
"سیمان تیپ 425-1",BCCO-CEMENT425B-00,"تالار سیمان","سیمان بجنورد","نقدی (مچینگ)","4,724","5,196,400","4,724","4,724","4,724",0,"1,100","1,100",تن,1401/11/18,"سیمان بجنورد","صبا تأمین",ریال
"سیمان تیپ 425-1",BCCO-CEMENT425B-00,"تالار سیمان","سیمان بجنورد","نقدی (مچینگ)","4,724","3,543,000","4,724","4,724","4,724",0,750,750,تن,1401/11/17,"سیمان بجنورد","صبا تأمین",ریال
"سیمان تیپ 425-1",BCCO-CEMENT425B-00,"تالار سیمان","سیمان بجنورد",نقدی,"4,724","9,070,080","4,724","4,724","4,724","6,500","1,920","1,920",تن,1401/11/16,"سیمان بجنورد","صبا تأمین",ریال
"سیمان تیپ 425-1",BCCO-CEMENT425B-00,"تالار سیمان","سیمان بجنورد","نقدی (مچینگ)","4,724","9,448,000","4,724","4,724","4,724",0,"2,000","2,000",تن,1401/11/16,"سیمان بجنورد","صبا تأمین",ریال
"سیمان تیپ2",KHCE-CEMENT2B-00,"تالار سیمان","سیمان خاش",نقدی,"8,783","35,130,000","8,255","9,558","6,752","4,000","6,950","4,000",تن,1401/11/16,"سیمان خاش","صبا تأمین",ریال
"سیمان تیپ2",AAC-CEMENT2B-00,"تالار سیمان","سیمان آرتا اردبیل",نقدی,"7,252","43,514,350","7,159","7,539","6,440","6,000","9,700","6,000",تن,1401/11/16,"سیمان آرتا اردبیل","بانک پاسارگاد",ریال
"سیمان تیپ 2/کیسه50",KHCE-CEMENT2-50L-00,"تالار سیمان","سیمان خاش",نقدی,"7,770","34,965,900","7,669","8,009","7,087","4,500","6,500","4,500",تن,1401/11/16,"سیمان خاش","صبا تأمین",ریال
"سیمان پوزولانی/کیسه50",AAC-CEMENTP-50L-00,"تالار سیمان","سیمان آرتا اردبیل",نقدی,"6,131","24,523,175","6,079","6,187","6,057","4,000","4,625","4,000",تن,1401/11/17,"سیمان آرتا اردبیل","بانک پاسارگاد",ریال
"سیمان تیپ2",KZCO-CEMENT2B-00,"تالار سیمان","سیمان خزر",نقدی,"5,591","78,271,020","5,519","5,673","5,253","14,000","16,220","14,000",تن,1401/11/16,"سیمان خزر","صبا تأمین",ریال
"سیمان مرکب/کیسه50",AAC-CEMENTPM-50L-00,"تالار سیمان","سیمان آرتا اردبیل",نقدی,"6,057","30,285,000","6,057","6,057","6,057","6,000","5,000","5,000",تن,1401/11/17,"سیمان آرتا اردبیل","بانک پاسارگاد",ریال
"سیمان مرکب/کیسه50",AAC-CEMENTPM-50L-00,"تالار سیمان","سیمان آرتا اردبیل","نقدی (مچینگ)","6,057","302,850","6,057","6,057","6,057",0,50,50,تن,1401/11/17,"سیمان آرتا اردبیل","بانک پاسارگاد",ریال
"سیمان تیپ 2/کیسه50",KZCO-CEMENT2-50L-00,"تالار سیمان","سیمان خزر","نقدی (مچینگ)","6,057","3,634,200","6,057","6,057","6,057",0,600,600,تن,1401/11/16,"سیمان خزر","صبا تأمین",ریال
"سیمان تیپ 2/کیسه25",KZCO-CEMENT2-25L-00,"تالار سیمان","سیمان خزر",نقدی,"6,347","12,693,800","6,319","6,409","6,257","2,000","2,300","2,000",تن,1401/11/16,"سیمان خزر","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",KHCO-CEMENT2-50L-00,"تالار سیمان","سیمان خوزستان",نقدی,"7,116","14,231,300","7,079","7,200","6,634","2,000","2,900","2,000",تن,1401/11/16,"شرکت سیمان خوزستان","صبا تأمین",ریال
"سیمان تیپ 425-1",SGHC-CEMENT425B-00,"تالار سیمان","صنایع سیمان سامان غرب",نقدی,"5,321","26,606,100","5,299","5,346","5,181","5,000","5,800","5,000",تن,1401/11/16,"صنایع سیمان سامان غرب",ساوآفرین,ریال
"سیمان تیپ 425-1/کیسه50",SGHC-CEMENT425-50L-00,"تالار سیمان","صنایع سیمان سامان غرب",نقدی,,0,,,"6,124",500,0,0,تن,1401/11/16,"صنایع سیمان سامان غرب",ساوآفرین,ریال
"سیمان تیپ2",DCCO-CEMENT2B-00,"تالار سیمان","سیمان دورود","نقدی (مچینگ)","5,186","777,900","5,186","5,186","5,186",0,150,150,تن,1401/11/17,"سیمان دورود","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",DCCO-CEMENT2-50L-00,"تالار سیمان","سیمان دورود","نقدی (مچینگ)","6,150","615,000","6,150","6,150","6,150",0,100,100,تن,1401/11/17,"سیمان دورود","صبا تأمین",ریال
"سیمان تیپ2",SGHC-CEMENT2B-00,"تالار سیمان","صنایع سیمان سامان غرب","نقدی (مچینگ)","6,029","4,220,300","6,029","6,029","6,029",0,700,700,تن,1401/11/17,"صنایع سیمان سامان غرب",ساوآفرین,ریال
"سیمان تیپ2",SGHC-CEMENT2B-00,"تالار سیمان","صنایع سیمان سامان غرب","نقدی (مچینگ)","6,029","2,532,180","6,029","6,029","6,029",0,420,420,تن,1401/11/16,"صنایع سیمان سامان غرب",ساوآفرین,ریال
"سیمان تیپ2",SGHC-CEMENT2B-00,"تالار سیمان","صنایع سیمان سامان غرب","نقدی (مچینگ)","6,029","602,900","6,029","6,029","6,029",0,100,100,تن,1401/11/18,"صنایع سیمان سامان غرب",ساوآفرین,ریال
"سیمان تیپ2",SGHC-CEMENT2B-00,"تالار سیمان","صنایع سیمان سامان غرب","نقدی (مچینگ)","6,029","301,450","6,029","6,029","6,029",0,50,50,تن,1401/11/19,"صنایع سیمان سامان غرب",ساوآفرین,ریال
"سیمان تیپ2",ZCC-CEMENT2B-00,"تالار سیمان","سیمان زنجان",نقدی,"5,859","1,757,700","5,859","5,859","5,069",300,"1,300",300,تن,1401/11/16,"شرکت سیمان زنجان","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",ZCC-CEMENT2-50L-00,"تالار سیمان","سیمان زنجان","نقدی (مچینگ)","6,081","608,100","6,081","6,081","6,081",0,100,100,تن,1401/11/17,"شرکت سیمان زنجان","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",ZCC-CEMENT2-50L-00,"تالار سیمان","سیمان زنجان","نقدی (مچینگ)","6,081","1,824,300","6,081","6,081","6,081",0,300,300,تن,1401/11/16,"شرکت سیمان زنجان","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",ZCC-CEMENT2-50L-00,"تالار سیمان","سیمان زنجان","نقدی (مچینگ)","6,081","1,216,200","6,081","6,081","6,081",0,200,200,تن,1401/11/18,"شرکت سیمان زنجان","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",SGHC-CEMENT2-50L-00,"تالار سیمان","صنایع سیمان سامان غرب","نقدی (مچینگ)","6,232","3,116,000","6,232","6,232","6,232",0,500,500,تن,1401/11/18,"صنایع سیمان سامان غرب",ساوآفرین,ریال
"سیمان تیپ 2/کیسه50",SGHC-CEMENT2-50L-00,"تالار سیمان","صنایع سیمان سامان غرب","نقدی (مچینگ)","6,232","3,739,200","6,232","6,232","6,232",0,600,600,تن,1401/11/17,"صنایع سیمان سامان غرب",ساوآفرین,ریال
"سیمان تیپ 2/کیسه50",SGHC-CEMENT2-50L-00,"تالار سیمان","صنایع سیمان سامان غرب","نقدی (مچینگ)","6,232","1,246,400","6,232","6,232","6,232",0,200,200,تن,1401/11/19,"صنایع سیمان سامان غرب",ساوآفرین,ریال
"سیمان تیپ 425-1",ZCC-CEMENT425B-00,"تالار سیمان","سیمان زنجان",نقدی,"5,390","32,340,220","5,361","5,429","5,171","6,000","8,730","6,000",تن,1401/11/16,"شرکت سیمان زنجان","صبا تأمین",ریال
"سیمان تیپ2",SACE-CEMENT2B-00,"تالار سیمان","سیمان ساوه",نقدی,"7,738","177,968,900","7,669","9,399","5,939","23,000","37,790","23,000",تن,1401/11/16,"سیمان ساوه","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",SACE-CEMENT2-50L-00,"تالار سیمان","سیمان ساوه",نقدی,"7,445","74,451,400","7,412","7,509","7,212","10,000","12,900","10,000",تن,1401/11/16,"سیمان ساوه","صبا تأمین",ریال
"سیمان تیپ2",SHCO-CEMENT2B-00,"تالار سیمان","سیمان شاهرود",نقدی,"5,812","58,121,920","5,759","5,959","5,178","10,000","16,860","10,000",تن,1401/11/16,"سیمان شاهرود","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",SHCO-CEMENT2-50L-00,"تالار سیمان","سیمان شاهرود",نقدی,"6,555","79,315,500","6,555","6,555","6,555","20,000","12,100","12,100",تن,1401/11/16,"سیمان شاهرود","صبا تأمین",ریال
